Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA015 Community marriage organization,Code: EA015 Community marriage organization,Description: EA015 Community marriage organization,Comment: EA015 Community marriage organization,Subcase: EA015 Community marriage organization,References: EA015 Community marriage organization,Focal Year: EA027 Kin terms for cousins,Code: EA027 Kin terms for cousins,Description: EA027 Kin terms for cousins,Comment: EA027 Kin terms for cousins,Subcase: EA027 Kin terms for cousins,References: EA027 Kin terms for cousins,CousinsDistinguished,Focal Year: EA024 Cousin marriages permitted: subtypes,Code: EA024 Cousin marriages permitted: subtypes,Description: EA024 Cousin marriages permitted: subtypes,Comment: EA024 Cousin marriages permitted: subtypes,Subcase: EA024 Cousin marriages permitted: subtypes,References: EA024 Cousin marriages permitted: subtypes,PermitFirstCousins,Focal Year: EA026 Cousin marriages preferred: subtypes,Code: EA026 Cousin marriages preferred: subtypes,Description: EA026 Cousin marriages preferred: subtypes,Comment: EA026 Cousin marriages preferred: subtypes,Subcase: EA026 Cousin marriages preferred: subtypes,References: EA026 Cousin marriages preferred: subtypes,PreferCrossCousins
Ethnographic Atlas,Rega,Ae17,xd135,Rega (Ae17),-3,28,-3,28,lega1249,Lega-Shabunda,lea,Atlantic-Congo,1900,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Delhaise(1909b); Salmon(1953); ,1900,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Delhaise(1909b); Salmon(1953); ,1,1900,7,Nonlateral marriage when evidence is available only for first cousins,,,Delhaise(1909b); Salmon(1953); ,0,1900,9,No preferred cousin marriage,,,Delhaise(1909b); Salmon(1953); ,0
Ethnographic Atlas,Ewe,Af36,xd215,Ewe (Af36),7,1,7,1,aguu1242,Agu (Ewe),,Atlantic-Congo,1900,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,with special reference to the Glidyi,Spieth(1911); Spieth(1906); Klose(1899); Westermann(1935); Asmis(1911); Manoukian(1952a); ,1900,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,with special reference to the Glidyi,Spieth(1911); Spieth(1906); Klose(1899); Westermann(1935); Asmis(1911); Manoukian(1952a); ,0,1900,3,Two of four first cousins marriageable,,with special reference to the Glidyi,Spieth(1911); Spieth(1906); Klose(1899); Westermann(1935); Asmis(1911); Manoukian(1952a); ,1,1900,9,No preferred cousin marriage,,with special reference to the Glidyi,Spieth(1911); Spieth(1906); Klose(1899); Westermann(1935); Asmis(1911); Manoukian(1952a); ,0
Ethnographic Atlas,Rucuyen,Sc14,xd1340,Rucuyen (Sc14),3,-55,3,-55,waya1269,Wayana,way,Cariban,,NA,Missing data,,,,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Udihe,ec21,xd630,Udihe (ec21),47,136,47,136,udih1248,Udihe,ude,Tungusic,1890,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,Hor River group,Kormushin(1998); Girfanova(2000); Startsev(2000); Levin and Potapov(1956a); Ivashchenko(1989); Lar'kin(1958); Arsen'ev(1926); ,1890,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,Hor River group,Kormushin(1998); Girfanova(2000); Startsev(2000); Levin and Potapov(1956a); Ivashchenko(1989); Lar'kin(1958); Arsen'ev(1926); ,0,1890,3,Two of four first cousins marriageable,,Hor River group,Kormushin(1998); Girfanova(2000); Startsev(2000); Levin and Potapov(1956a); Ivashchenko(1989); Lar'kin(1958); Arsen'ev(1926); ,1,1890,2,MoBrDa is preferred spouse,,Hor River group,Kormushin(1998); Girfanova(2000); Startsev(2000); Levin and Potapov(1956a); Ivashchenko(1989); Lar'kin(1958); Arsen'ev(1926); ,1
Ethnographic Atlas,Ifaluk,If4,xd835,Ifuluk (If4),7.25,144.46,7,147,nucl1479,Nuclear Woleaian,,Austronesian,1940,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,with special reference to the inhabitants of Ifaluk atoll,Spiro(1949); Burrows and Spiro(1953); Damm(1938); Burrows(1949); ,1940,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,with special reference to the inhabitants of Ifaluk atoll,Spiro(1949); Burrows and Spiro(1953); Damm(1938); Burrows(1949); ,0,1940,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,with special reference to the inhabitants of Ifaluk atoll,Spiro(1949); Burrows and Spiro(1953); Damm(1938); Burrows(1949); ,0,1940,9,No preferred cousin marriage,,with special reference to the inhabitants of Ifaluk atoll,Spiro(1949); Burrows and Spiro(1953); Damm(1938); Burrows(1949); ,0
Ethnographic Atlas,Aua,Ig13,xd845,Aua (Ig13),-1.74,142.85,-2,143,wuvu1239,Wuvulu-Aua,wuv,Austronesian,1900,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,,Pitt-Rivers(1925); Hambruch(1907); ,,NA,Missing data,,,,NA,1900,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",,,Pitt-Rivers(1925); Hambruch(1907); ,1,1900,9,No preferred cousin marriage,,,Pitt-Rivers(1925); Hambruch(1907); ,0
Ethnographic Atlas,Tucano,Se12,xd1365,Tucano (Se12),0,-70,0,-70,tuca1252,Tucano,tuo,Tucanoan,1950,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Fulop(1955); ,1950,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Fulop(1955); ,1,1950,3,Two of four first cousins marriageable,,,Fulop(1955); ,1,1950,1,A symmetrical cross-cousin is preferred spouse,,,Fulop(1955); ,1
Ethnographic Atlas,Potawatomi,Na42,xd1059,Potawatomi (Na42),44,-85,44,-85,pota1247,Potawatomi,pot,Algic,,NA,Missing data,,,,1760,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,Prairie Potawatomi,Searey(1965); Quimby(1940); Skinner(1924); Kinietz(1940d); ,1,1760,7,Nonlateral marriage when evidence is available only for first cousins,,Prairie Potawatomi,Searey(1965); Quimby(1940); Skinner(1924); Kinietz(1940d); ,0,1760,9,No preferred cousin marriage,,Prairie Potawatomi,Searey(1965); Quimby(1940); Skinner(1924); Kinietz(1940d); ,0
Ethnographic Atlas,Piapoco,Sc17,xd1343,Piapoco (Sc17),6,-68,6,-68,piap1246,Piapoco,pio,Arawakan,1950,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,,Wilbert(1963); ,1950,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Wilbert(1963); ,1,1950,3,Two of four first cousins marriageable,,,Wilbert(1963); ,1,1950,1,A symmetrical cross-cousin is preferred spouse,,,Wilbert(1963); ,1
Ethnographic Atlas,Bako,Ca23,xd430,Bako (Ca23),6,37,6,37,aari1239,Aari,aiw,South Omotic,,NA,Missing data,,,,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Bunun,Ia10,xd733,Bunun (Ia10),24,121,24,121,bunu1267,Bunun,bnn,Austronesian,1930,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,,Mabuchi(1952); Chiu(1962); Mabuchi(1960); ,1930,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",But Omaha in reference,,Mabuchi(1952); Chiu(1962); Mabuchi(1960); ,0,1930,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Mabuchi(1952); Chiu(1962); Mabuchi(1960); ,0,1930,9,No preferred cousin marriage,,,Mabuchi(1952); Chiu(1962); Mabuchi(1960); ,0
Ethnographic Atlas,Barama River Carib,Sc3,xd1346,Barama Carib (Sc3),5,-59,5,-59,mura1272,Murato,,Cariban,1930,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,Barama River,Gillin(nd); Gillin(1948); Gillin(1936); Roth(1924); ,1930,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,Barama River,Gillin(nd); Gillin(1948); Gillin(1936); Roth(1924); ,1,1930,3,Two of four first cousins marriageable,,Barama River,Gillin(nd); Gillin(1948); Gillin(1936); Roth(1924); ,1,1930,1,A symmetrical cross-cousin is preferred spouse,,Barama River,Gillin(nd); Gillin(1948); Gillin(1936); Roth(1924); ,1
Ethnographic Atlas,Zenaga,Cc20,xd499,Zenaga (Cc20),18,-8,18,-8,zena1248,Zenaga,zen,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,NA,1910,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",,with special reference to the more nomadic northern groups,Adeler(1939); Tauxier(1912); ,1,1910,4,FaBrDa is preferred spouse,,with special reference to the more nomadic northern groups,Adeler(1939); Tauxier(1912); ,0
Ethnographic Atlas,Palikur,Sd3,xd1355,Palikur (Sd3),3,-52,3,-52,pali1279,Palikúr,plu,Arawakan,,NA,Missing data,,,,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Spring Valley Shoshoni,Nd39,xd995,Spring Valley (Nd39),40,-115,40,-115,west2622,Western Shoshoni,,Uto-Aztecan,1870,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,including the Shoshoni of Snake and Antelope Valleys,Steward(1941); Steward(1938); ,1870,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,including the Shoshoni of Snake and Antelope Valleys,Steward(1941); Steward(1938); ,0,1870,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",But marriage was preferred with a stepdaughter of FaSi,including the Shoshoni of Snake and Antelope Valleys,Steward(1941); Steward(1938); ,0,1870,9,No preferred cousin marriage,But marriage was preferred with a stepdaughter of FaSi,including the Shoshoni of Snake and Antelope Valleys,Steward(1941); Steward(1938); ,0
Ethnographic Atlas,Plains Bira,Ae34,xd154,Plains Bira (Ae34),1,30,1,30,bera1259,Bera,brf,Atlantic-Congo,1920,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Van Geluwe(1956); Czekanowski(1924g); Joset(1936); ,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Piaroa,Sc8,xd1351,Piaroa (Sc8),5,-67,5,-67,piar1243,Piaroa,pid,Jodi-Saliban,1950,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,,Wilbert(1963); Wilbert(1958a); ,1950,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Wilbert(1963); Wilbert(1958a); ,1,1950,3,Two of four first cousins marriageable,,,Wilbert(1963); Wilbert(1958a); ,1,1950,1,A symmetrical cross-cousin is preferred spouse,,,Wilbert(1963); Wilbert(1958a); ,1
Ethnographic Atlas,Anyi,Af39,xd218,Anyi (Af39),7,-4,7,-4,anyi1245,Anyin,any,Atlantic-Congo,1900,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,with special reference to the Ndenie,Tauxier(1932); Clozel and Villamur(1902); Villamur and DelAfosse(1904); Kobben(1956); ,,NA,Missing data,,,,NA,1900,3,Two of four first cousins marriageable,,with special reference to the Ndenie,Tauxier(1932); Clozel and Villamur(1902); Villamur and DelAfosse(1904); Kobben(1956); ,1,1900,3,FaSiDa is preferred spouse,,with special reference to the Ndenie,Tauxier(1932); Clozel and Villamur(1902); Villamur and DelAfosse(1904); Kobben(1956); ,1
Ethnographic Atlas,Macha,Ca13,xd419,Macha (Ca13),9,37,9,37,west2721,West Central Oromo,gaz,Afro-Asiatic,1950,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,with special reference to the eastern Macha,Knutsson(1963); Huntingford(1955b); Knutsson(1967); ,,NA,Missing data,,,,NA,1950,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,with special reference to the eastern Macha,Knutsson(1963); Huntingford(1955b); Knutsson(1967); ,0,1950,9,No preferred cousin marriage,,with special reference to the eastern Macha,Knutsson(1963); Huntingford(1955b); Knutsson(1967); ,0
Ethnographic Atlas,Chácobo,Se11,xd1364,Chacobo (Se11),-12,-67,-12,-67,chac1251,Chácobo,cao,Pano-Tacanan,1960,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Prost(1965); ,1960,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Prost(1965); ,1,1960,3,Two of four first cousins marriageable,,,Prost(1965); ,1,1960,1,A symmetrical cross-cousin is preferred spouse,,,Prost(1965); ,1
Ethnographic Atlas,Lesu,Ig4,xd856,Lesu (Ig4),-3.06,151.66,-3,153,nots1237,Notsi,ncf,Austronesian,1930,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,Lesu Village,Powdermaker(1933); Powdermaker(1932); Powdermaker(1931b); Powdermaker(1931a); ,1930,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,Lesu Village,Powdermaker(1933); Powdermaker(1932); Powdermaker(1931b); Powdermaker(1931a); ,1,1930,5,Nonlateral marriage in which unions are forbidden with any first cousin but are permitted with any second cousin (or at least any who is not a lineage mate),The preferred marriage is with the daughter of a cross-cousin,Lesu Village,Powdermaker(1933); Powdermaker(1932); Powdermaker(1931b); Powdermaker(1931a); ,0,1930,9,No preferred cousin marriage,The preferred marriage is with the daughter of a cross-cousin,Lesu Village,Powdermaker(1933); Powdermaker(1932); Powdermaker(1931b); Powdermaker(1931a); ,0
Ethnographic Atlas,Guahibo,Sc4,xd1347,Guahibo (Sc4),5,-69,5,-69,guah1255,Guahibo,guh,Guahibo,1950,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,with special reference to the non-agricultural groups,Wilbert(1957b); Wilbert(1963); ,1950,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,with special reference to the non-agricultural groups,Wilbert(1957b); Wilbert(1963); ,1,1950,3,Two of four first cousins marriageable,,with special reference to the non-agricultural groups,Wilbert(1957b); Wilbert(1963); ,1,1950,1,A symmetrical cross-cousin is preferred spouse,,with special reference to the non-agricultural groups,Wilbert(1957b); Wilbert(1963); ,1
Ethnographic Atlas,Sidama,Ca16,xd422,Sidamo (Ca16),7,38,7,38,sida1246,Sidamo,sid,Afro-Asiatic,1930,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Jensen(1936); Cerulli(1956); ,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Dagara,Ag39,xd276,Dagari (Ag39),11,-3,11,-3,sout2789,Southern Dagaare,dga,Atlantic-Congo,1910,2,"Segmented communities, i.e., those divided into barrios, wards, or hamlets, each of which is essentially a localized kin group, a clan or ramage, in the absence of any indication of local exogamy. Large extended families (see ""Domestic organization""), are treated as clan-barrios if they are integrated by a rule of ambilineal, matrilineal, or patrilineal descent.",,,Labouret(1920); Rattray(1932); Tauxier(1912); ,1910,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Labouret(1920); Rattray(1932); Tauxier(1912); ,0,1910,7,Nonlateral marriage when evidence is available only for first cousins,,,Labouret(1920); Rattray(1932); Tauxier(1912); ,0,1910,9,No preferred cousin marriage,,,Labouret(1920); Rattray(1932); Tauxier(1912); ,0
Ethnographic Atlas,Afar,Ca6,xd454,Afar (Ca6),12,42,12,42,afar1241,Afar,aar,Afro-Asiatic,1880,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Lucas(1935); Paulitschke(1893-96a); Lewis(1955); Scaramucci and Giglioli(1884); ,1880,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,,Lucas(1935); Paulitschke(1893-96a); Lewis(1955); Scaramucci and Giglioli(1884); ,NA,1880,1,"Quadrilateral marriage, i.e., marriage allowed with any first cousin",But forbidden with a MoSiDa,,Lucas(1935); Paulitschke(1893-96a); Lewis(1955); Scaramucci and Giglioli(1884); ,1,1880,9,No preferred cousin marriage,But forbidden with a MoSiDa,,Lucas(1935); Paulitschke(1893-96a); Lewis(1955); Scaramucci and Giglioli(1884); ,0
Ethnographic Atlas,Chachi,Sf3,xd1376,Cayapa (Sf3),1,-79,1,-79,chac1249,Chachi,cbi,Barbacoan,1910,1,"Demes, i.e., communities revealing a marked tendency toward local endogamy but not segmented into clan-barrios",,Rio Cayapas Basin,Murra(1948); Altschuler(1965a); Barrett(1925); Altschuler(1971); Altschuler(1965b); Heimann(1932); ,1910,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",Entry follows Altschuler; Barrett reports Eskimo,Rio Cayapas Basin,Murra(1948); Altschuler(1965a); Barrett(1925); Altschuler(1971); Altschuler(1965b); Heimann(1932); ,0,1910,7,Nonlateral marriage when evidence is available only for first cousins,,Rio Cayapas Basin,Murra(1948); Altschuler(1965a); Barrett(1925); Altschuler(1971); Altschuler(1965b); Heimann(1932); ,0,1910,9,No preferred cousin marriage,,Rio Cayapas Basin,Murra(1948); Altschuler(1965a); Barrett(1925); Altschuler(1971); Altschuler(1965b); Heimann(1932); ,0
Ethnographic Atlas,Turkmen,Eb5,xd613,Turkmen (Eb5),38,62,38,62,turk1304,Turkmen,tuk,Turkic,1910,NA,Missing data,Freikin mentions localized clans,with special reference to the sedentary Teke of the Merv oasis,O'Donovan(1882); Freikin(1954); ,1910,7,"Sudanese, i.e., FaSiCh and MoBrCh distinguished alike from siblings, parallel cousins, and each other but without conforming to either the Crow, the descriptive, or the Omaha patterns",,with special reference to the sedentary Teke of the Merv oasis,O'Donovan(1882); Freikin(1954); ,0,1910,3,Two of four first cousins marriageable,"Possibly 'unilateral' (code ""4"")",with special reference to the sedentary Teke of the Merv oasis,O'Donovan(1882); Freikin(1954); ,1,1910,2,MoBrDa is preferred spouse,"Possibly 'MoBrDa as preferred spouse' (code ""2"")",with special reference to the sedentary Teke of the Merv oasis,O'Donovan(1882); Freikin(1954); ,1
Ethnographic Atlas,Kunama,Ca33,xd441,Kunama (Ca33),15,37,15,37,kuna1268,Kunama,kun,Kunama,,NA,Missing data,,,,,NA,Missing data,,,,NA,1860,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,,Grottanelli and Massari(1943); Munzinger(1864); Pollera(1913); Tucci(1950); ,0,1860,9,No preferred cousin marriage,,,Grottanelli and Massari(1943); Munzinger(1864); Pollera(1913); Tucci(1950); ,0
Ethnographic Atlas,Wapishana,Sc5,xd1348,Wapishana (Sc5),3,-60,3,-60,wapi1253,Wapishana,wap,Arawakan,1900,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,,Farabee(1918); ,1900,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Farabee(1918); ,1,1900,3,Two of four first cousins marriageable,,,Farabee(1918); ,1,1900,1,A symmetrical cross-cousin is preferred spouse,,,Farabee(1918); ,1
Ethnographic Atlas,Puku,Ae47,xd168,Puku (Ae47),2,10,2,10,bata1285,Batanga,bnm,Atlantic-Congo,1900,6,"Clan-communities, each consisting essentially of a single localized exogamous kin group or clan (see ""Organization of clan communities"" for more detail)",,,Zeller(1885); Oertzen(1903); ,,NA,Missing data,,,,NA,1900,7,Nonlateral marriage when evidence is available only for first cousins,,,Zeller(1885); Oertzen(1903); ,0,1900,9,No preferred cousin marriage,,,Zeller(1885); Oertzen(1903); ,0
Ethnographic Atlas,Itelmen,ec13,xd621,Itelmen (ec13),54.98,161.79,55,168,itel1242,Itelmen,itl,Chukotko-Kamchatkan,1710,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,those of Eastern Kamchatka,Kreinovich(1973); Steller(1999); Krasheninnikov(1994); Orlova(1999); ,1710,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,those of Eastern Kamchatka,Kreinovich(1973); Steller(1999); Krasheninnikov(1994); Orlova(1999); ,0,1710,3,Two of four first cousins marriageable,,those of Eastern Kamchatka,Kreinovich(1973); Steller(1999); Krasheninnikov(1994); Orlova(1999); ,1,1710,9,No preferred cousin marriage,,those of Eastern Kamchatka,Kreinovich(1973); Steller(1999); Krasheninnikov(1994); Orlova(1999); ,0
Ethnographic Atlas,Yabarana,Sc7,xd1350,Yabarana (Sc7),5,-66,5,-66,yaba1248,Yabarana,yar,Cariban,1950,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,,Wilbert(1959b); ,1950,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Wilbert(1959b); ,1,1950,3,Two of four first cousins marriageable,,,Wilbert(1959b); ,1,1950,1,A symmetrical cross-cousin is preferred spouse,,,Wilbert(1959b); ,1
Ethnographic Atlas,Lithuanian Karaim,ch22,xd560,Lithuanian Karaim (ch22),55,23,55,23,kara1464,Karaim,kdr,Turkic,1895,1,"Demes, i.e., communities revealing a marked tendency toward local endogamy but not segmented into clan-barrios",,with special reference to those of the Trakaj area,Shapshal(1995); Firkovich(1969); Eljashevish(1994); Muhlinskij(1902); Muhlinskij(1862); Kefeli(1992); Hafuz(1994); Maciuika(1955); Vjartsinkjavjachus(1989); Tuhan-Baranowski(1896); ,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA,,NA,Missing data,,,,NA
Ethnographic Atlas,Wai-wai,Sd7,xd1359,Waiwai (Sd7),1,-59,1,-59,waiw1244,Waiwai,waw,Cariban,1950,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,,Fock(1963); ,1950,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Fock(1963); ,1,1950,3,Two of four first cousins marriageable,,,Fock(1963); ,1,1950,9,No preferred cousin marriage,,,Fock(1963); ,0
Ethnographic Atlas,Klamath,Nc8,xd1139,Klamath (Nc8),43,-122,43,-122,klam1254,Klamath-Modoc,kla,Klamath-Modoc,1860,3,Agamous communities without localized clans or any marked tendency toward either local exogamy or local endogamy,,Klamath Tribe,Voegelin(1942); Gatschet(1890); Pearsall(1950); Stern(1965); Spier(1930); ,1860,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,Klamath Tribe,Voegelin(1942); Gatschet(1890); Pearsall(1950); Stern(1965); Spier(1930); ,0,1860,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,Klamath Tribe,Voegelin(1942); Gatschet(1890); Pearsall(1950); Stern(1965); Spier(1930); ,0,1860,9,No preferred cousin marriage,,Klamath Tribe,Voegelin(1942); Gatschet(1890); Pearsall(1950); Stern(1965); Spier(1930); ,0
Ethnographic Atlas,Udmurt,ch26,xd564,Udmurt (ch26),57,53,57,53,sout2681,South Udmurt,,Uralic,1890,4,"Exogamous communities, i.e., those revealing a marked tendency toward local exogamy without having the specific structure of clans",,with special reference to those of the Sarapul'skij Uezd,Kozlova(1964); Rittih(1870); Busygin and Zorin(1984); Vladykin and Hristoljubova(1998); Vladykin and Hristoljubova(1997); Fedjanovich(1997); Vladykin and Hristoljubova(1984); Tolstov(1964); Vereshchagin(1886); Smimov(1890); Vereshchagin(1889); Buch(1882); Ivanova(1999); Maksimov(1997b); Maksimov(1997a); Vladykin and Hristoljubova(1985); Vasil'ev(1902); Majer(1985); Simchenko(1990); Pimenov(1993); Petruhin and Helimskij(1982); Shkljaev(1992); Hristoljubova(1981); Karlov(1990); Dolganova et al.(1995); Haruzina(1898); Kozlova(1982); ,1890,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,with special reference to those of the Sarapul'skij Uezd,Kozlova(1964); Rittih(1870); Busygin and Zorin(1984); Vladykin and Hristoljubova(1998); Vladykin and Hristoljubova(1997); Fedjanovich(1997); Vladykin and Hristoljubova(1984); Tolstov(1964); Vereshchagin(1886); Smimov(1890); Vereshchagin(1889); Buch(1882); Ivanova(1999); Maksimov(1997b); Maksimov(1997a); Vladykin and Hristoljubova(1985); Vasil'ev(1902); Majer(1985); Simchenko(1990); Pimenov(1993); Petruhin and Helimskij(1982); Shkljaev(1992); Hristoljubova(1981); Karlov(1990); Dolganova et al.(1995); Haruzina(1898); Kozlova(1982); ,1,1890,8,"Nonlateral marriage, i.e., unions forbidden with any first or second cousin",,with special reference to those of the Sarapul'skij Uezd,Kozlova(1964); Rittih(1870); Busygin and Zorin(1984); Vladykin and Hristoljubova(1998); Vladykin and Hristoljubova(1997); Fedjanovich(1997); Vladykin and Hristoljubova(1984); Tolstov(1964); Vereshchagin(1886); Smimov(1890); Vereshchagin(1889); Buch(1882); Ivanova(1999); Maksimov(1997b); Maksimov(1997a); Vladykin and Hristoljubova(1985); Vasil'ev(1902); Majer(1985); Simchenko(1990); Pimenov(1993); Petruhin and Helimskij(1982); Shkljaev(1992); Hristoljubova(1981); Karlov(1990); Dolganova et al.(1995); Haruzina(1898); Kozlova(1982); ,0,1890,9,No preferred cousin marriage,,with special reference to those of the Sarapul'skij Uezd,Kozlova(1964); Rittih(1870); Busygin and Zorin(1984); Vladykin and Hristoljubova(1998); Vladykin and Hristoljubova(1997); Fedjanovich(1997); Vladykin and Hristoljubova(1984); Tolstov(1964); Vereshchagin(1886); Smimov(1890); Vereshchagin(1889); Buch(1882); Ivanova(1999); Maksimov(1997b); Maksimov(1997a); Vladykin and Hristoljubova(1985); Vasil'ev(1902); Majer(1985); Simchenko(1990); Pimenov(1993); Petruhin and Helimskij(1982); Shkljaev(1992); Hristoljubova(1981); Karlov(1990); Dolganova et al.(1995); Haruzina(1898); Kozlova(1982); ,0
